中文名,标准缩写,去掉空格的缩写,全名,全名，把逗号换成了空格,专长类群,工作单位,姓,名
【空】,Farjon,Farjon,"Farjon, A. K.",Farjon A. K.,S,,Farjon,A. K.
【空】,Farrer,Farrer,"Farrer, Reginald John",Farrer Reginald John,S,,Farrer,Reginald John
【空】,Farw.,Farw.,"Farwell, Oliver Atkins",Farwell Oliver Atkins,PS,,Farwell,Oliver Atkins
【空】,Fasano,Fasano,"Fasano, Angelo",Fasano Angelo,S,,Fasano,Angelo
【空】,Fawc.,Fawc.,"Fawcett, William",Fawcett William,S,,Fawcett,William
【空】,Fée,Fée,"Fée, Antoine Laurent Apollinaire",Fée Antoine Laurent Apollinaire,MPS,,Fée,Antoine Laurent Apollinaire
【空】,Fedde,Fedde,"Fedde, Friedrich Karl Georg",Fedde Friedrich Karl Georg,S,,Fedde,Friedrich Karl Georg
【空】,Federer,Federer,"Federer, Z.",Federer Z.,S,,Federer,Z.
【空】,Feer,Feer,"Feer, Heinrich",Feer Heinrich,S,,Feer,Heinrich
【空】,Fenzl,Fenzl,"Fenzl, Eduard",Fenzl Eduard,S,,Fenzl,Eduard
【空】,Fern.-Vill.,Fern.-Vill.,"Fernández-Villar, Celestino",Fernández-Villar Celestino,S,,Fernández-Villar,Celestino
【空】,Fernald,Fernald,,,,,,
【空】,Ferré,Ferré,"Ferré, Yvette de",Ferré Yvette de,S,,Ferré,Yvette de
【空】,Fig.,Fig.,"Figari, Antonio Bey",Figari Antonio Bey,AS,,Figari,Antonio Bey
【空】,Filatova,Filatova,"Filatova, N. S.",Filatova N. S.,S,,Filatova,N. S.
【空】,Finet,Finet,"Finet, Achille Eugène",Finet Achille Eugène,S,,Finet,Achille Eugène
【空】,Fingerh.,Fingerh.,"Fingerhuth, Carl Anton",Fingerhuth Carl Anton,MS,,Fingerhuth,Carl Anton
【空】,Fiori,Fiori,"Fiori, Adriano",Fiori Adriano,MPS,,Fiori,Adriano
【空】,Fleming,Fleming,"Fleming, John",Fleming John,AS,,Fleming,John
【空】,Flerow,Flerow,"Flerov, Alexandr Fedorovich",Flerov Alexandr Fedorovich,S,,Flerov,Alexandr Fedorovich
【空】,Flinck,Flinck,"Flinck, Karl Evert",Flinck Karl Evert,S,,Flinck,Karl Evert
【空】,Flod.,Flod.,"Floderus, Bj?rn Gustaf Oscar",Floderus Bj?rn Gustaf Oscar,S,,Floderus,Bj?rn Gustaf Oscar
【空】,Flüggé,Flüggé,"Flüggé, Johannes",Flüggé Johannes,S,,Flüggé,Johannes
【空】,Focke,Focke,"Focke, Wilhelm Olbers",Focke Wilhelm Olbers,S,,Focke,Wilhelm Olbers
【空】,Fuh,Fuh,,,,,,
【空】,Fukuoka,Fukuoka,"Fukuoka, Nobuyuki",Fukuoka Nobuyuki,S,,Fukuoka,Nobuyuki
【空】,Fukuy.,Fukuy.,"Fukuyama, Noriaki",Fukuyama Noriaki,S 台湾兰科,,Fukuyama,Noriaki
【空】,Furumi,Furumi,"Furumi, Masatomi",Furumi Masatomi,S,,Furumi,Masatomi
【空】,Futterer,Futterer,,,,,,
【空】,G. Don,G.Don,"Don, George",Don George,BPS,,Don,George
【空】,G. Forst.,G.Forst.,"Forster, Johann Georg Adam",Forster Johann Georg Adam,PS,,Forster,Johann Georg Adam
【空】,G. Klotz,G.Klotz,"Klotz, Gerhard",Klotz Gerhard,S,,Klotz,Gerhard
【空】,G. Lawson,G.Lawson,"Lawson, George",Lawson George,FPS,,Lawson,George
【空】,G. Lodd.,G.Lodd.,"Loddiges, George",Loddiges George,S,,Loddiges,George
【空】,G. Martens,G.Martens,"Martens, George Matthias von",Martens George Matthias von,AB,,Martens,George Matthias von
【空】,G. Mey.,G.Mey.,"Meyer, Georg Fredrich Wilhelm",Meyer Georg Fredrich Wilhelm,MPS,,Meyer,Georg Fredrich Wilhelm
【空】,G. Olsson,G.Olsson,,,,,,
【空】,G. Singh,G.Singh,"Singh, Gurcharan",Singh Gurcharan,FS,,Singh,Gurcharan
【空】,G. Taylor,G.Taylor,"Taylor, George",Taylor George,S,,Taylor,George
【空】,G. Watt,G.Watt,"Watt, George",Watt George,S,,Watt,George
,G. Yao,G.Yao,"Yao, G.",Yao G.,P,,Yao,G.
【空】,G. C. Wall.,G.C.Wall.,,,,,,
【空】,G. E. Haglund,G.E.Haglund,"Haglund, Gustaf Emanuel",Haglund Gustaf Emanuel,S,,Haglund,Gustaf Emanuel
【空】,Collad.,Collad.,"Colladon, Louis Théodore Frederic",Colladon Louis Théodore Frederic,S,,Colladon,Louis Théodore Frederic
【空】,Collett,Collett,"Collett, Henry",Collett Henry,S,,Collett,Henry
【空】,Colsm.,Colsm.,"Colsmann, Johannes",Colsmann Johannes,S,,Colsmann,Johannes
【空】,Coltm.-Rog.,Coltm.-Rog.,"Coltman-Rogers, Charles",Coltman-Rogers Charles,S,,Coltman-Rogers,Charles
【空】,Comes,Comes,"Comes, Orazio",Comes Orazio,MS,,Comes,Orazio
【空】,Comm.,Comm.,"Commerson, Philibert",Commerson Philibert,PS,,Commerson,Philibert
【空】,Commons,Commons,"Commons, A.",Commons A.,M,,Commons,A.
【空】,Constance,Constance,"Constance, Lincoln",Constance Lincoln,S,,Constance,Lincoln
【空】,Coode,Coode,"Coode, Mark James Elgar",Coode Mark James Elgar,S,,Coode,Mark James Elgar
【空】,O. F. Cook,O.F.Cook,"Cook, Orator Fuller",Cook Orator Fuller,MPS,,Cook,Orator Fuller
【空】,Cooke,Cooke,"Cooke, Mordecai Cubitt",Cooke Mordecai Cubitt,ABM,,Cooke,Mordecai Cubitt
【空】,R. E. Cooper,R.E.Cooper,"Cooper, Rowland Edgar",Cooper Rowland Edgar,S,,Cooper,Rowland Edgar
【空】,Copel.,Copel.,"Copeland, Edwin Bingham",Copeland Edwin Bingham,MP,,Copeland,Edwin Bingham
【空】,Corner,Corner,"Corner, Edrad John Henry",Corner Edrad John Henry,MS,,Corner,Edrad John Henry
【空】,Cornu,Cornu,"Cornu, Marie Maxime",Cornu Marie Maxime,ACM,,Cornu,Marie Maxime
【空】,Corrêa,Corrêa,"Corrêa de Serra, Jose Francisco",Corrêa de Serra Jose Francisco,S,,Corrêa de Serra,Jose Francisco
【空】,Coss.,Coss.,"Cosson, Ernest Staint-Charles",Cosson Ernest Staint-Charles,ABMPS,,Cosson,Ernest Staint-Charles
【空】,Costantin,Costantin,"Costantin, Julien No?l",Costantin Julien No?l,AMS,,Costantin,Julien No?l
【空】,Cotton,Cotton,"Cotton, Arthur Disbrowe",Cotton Arthur Disbrowe,AMS,,Cotton,Arthur Disbrowe
【空】,Courchet,Courchet,"Courchet, Lucien Désiré, Joseph",Courchet Lucien Désiré Joseph,S,,Courchet,Lucien Désiré Joseph
【空】,Courtois,Courtois,"Courtois, Richard Joseph",Courtois Richard Joseph,S,,Courtois,Richard Joseph
【空】,Coville,Coville,"Coville, Frederick Vernon",Coville Frederick Vernon,BMPS,,Coville,Frederick Vernon
【空】,R. S. Cowan,R.S.Cowan,"Cowan, Richard Sumner",Cowan Richard Sumner,S,,Cowan,Richard Sumner
【空】,Cowley,Cowley,"Cowley, Elizaberth Jill",Cowley Elizaberth Jill,S,,Cowley,Elizaberth Jill
【空】,Cox,Cox,"Cox, Euan Hillhouse Methven",Cox Euan Hillhouse Methven,S,,Cox,Euan Hillhouse Methven
【空】,Craib,Craib,"Craib, William Grant",Craib William Grant,S,,Craib,William Grant
【空】,Crantz,Crantz,"Crantz, Heinrich Johann Nepomuk von",Crantz Heinrich Johann Nepomuk von,BS,,Crantz,Heinrich Johann Nepomuk von
【空】,Crép.,Crép.,"Crépin, Francois",Crépin Francois,F,,Crépin,Francois
【空】,Crepet,Crepet,"Crepet, W. L.",Crepet W. L.,F,,Crepet,W. L.
【空】,Cretz.,Cretz.,"Cretzoiu, Paul",Cretzoiu Paul,BMPS,,Cretzoiu,Paul
【空】,Aitch.,Aitch.,"Aitchison, James Edward Tierney",Aitchison James Edward Tierney,S,,Aitchison,James Edward Tierney
【空】,Akas.,Akas.,,,,,,
【空】,Akiyama,Akiyama,"Akiyama, Shigeo",Akiyama Shigeo,S,,Akiyama,Shigeo
【空】,Alderw.,Alderw.,"Alderwerelt van Rosenburgh, Cornelis Rugier Willem Karel van",Alderwerelt van Rosenburgh Cornelis Rugier Willem Karel van,PS,,Alderwerelt van Rosenburgh,Cornelis Rugier Willem Karel van
【空】,Alef.,Alef.,"Alefeld, Friedrich Georg Christoph",Alefeld Friedrich Georg Christoph,S,,Alefeld,Friedrich Georg Christoph
【空】,Aliss.,Aliss.,"Alissova-Klobukova, Eugenija Nikolaevna",Alissova-Klobukova Eugenija Nikolaevna,PS,,Alissova-Klobukova,Eugenija Nikolaevna
【空】,All.,All.,"Allioni, Carlo",Allioni Carlo,PS,,Allioni,Carlo
【空】,Alph. Wood,Alph.Wood,,,,,,
【空】,Al-Shehbaz,Al-Shehbaz,"Al-Shehbaz, Ihsan Ali",Al-Shehbaz Ihsan Ali,S,,Al-Shehbaz,Ihsan Ali
【空】,Alston,Alston,"Alston, Arthur Hugh Garfit",Alston Arthur Hugh Garfit,PS,,Alston,Arthur Hugh Garfit
【空】,Ames,Ames,"Ames, Oakes",Ames Oakes,S,,Ames,Oakes
【空】,Andersson,Andersson,"Andersson, Nils Johan",Andersson Nils Johan,PS,,Andersson,Nils Johan
【空】,Andr.,Andr.,"Andréanszky, Gábor (Gabriel)",Andréanszky Gábor (Gabriel),PS,,Andréanszky,Gábor (Gabriel)
【空】,Andre,Andre,,,,,,
【空】,André,André,"André, éduard-Francois",André éduard-Francois,PS,,André,éduard-Francois
【空】,Andres,Andres,"Andres, Heinrich",Andres Heinrich,CMS,,Andres,Heinrich
【空】,Andrews,Andrews,"Andrews, Henry Charles",Andrews Henry Charles,S,,Andrews,Henry Charles
【空】,Andrz.,Andrz.,"Andrzejowski, Antoni Lukianowicz",Andrzejowski Antoni Lukianowicz,S,,Andrzejowski,Antoni Lukianowicz
【空】,Antoine,Antoine,"Antoine, Franz",Antoine Franz,S,,Antoine,Franz
【空】,Arai,Arai,,,,,,
【空】,Arcang.,Arcang.,"Arcangeli, Giovanni",Arcangeli Giovanni,AMPS,,Arcangeli,Giovanni
【空】,Ard.,Ard.,"Arduino, Pietro",Arduino Pietro,S,,Arduino,Pietro
【空】,Arn.,Arn.,"Arnott, George Arnott Walker",Arnott George Arnott Walker,AMPS,,Arnott,George Arnott Walker
【空】,Asch.,Asch.,"Ascherson, Paul Fredrich August",Ascherson Paul Fredrich August,MPS,,Ascherson,Paul Fredrich August
【空】,Ashe,Ashe,"Ashe, William Willard",Ashe William Willard,S,,Ashe,William Willard
【空】,Ast,Ast,"Ast, Suzanne (later Jovet-Ast, S.)",Ast Suzanne (later Jovet-Ast S.),S,,Ast,Suzanne (later Jovet-Ast，S.)
【空】,Atk.,Atk.,"Atkinson, William Sackston",Atkinson William Sackston,PS,,Atkinson,William Sackston
【空】,Aug. DC.,Aug.DC.,"Candolle, Richard émil Augustin de",Candolle Richard émil Augustin de,S,,Candolle,Richard émil Augustin de
【空】,B. Heyne,B.Heyne,"Heyne, Benjamin",Heyne Benjamin,S,,Heyne,Benjamin
【空】,B. A. Gomes,B.A.Gomes,"Gomes, Bernardino António",Gomes Bernardino António,S,,Gomes,Bernardino António
【空】,M. A. Lawson,M.A.Lawson,"Lawson, Marmaduke Alexander",Lawson Marmaduke Alexander,S,,Lawson,Marmaduke Alexander
【空】,M. G. Price,M.G.Price,"Price, Michael Greene",Price Michael Greene,PS,,Price,Michael Greene
【空】,M. J. Warnock,M.J.Warnock,"Warnock, Michael J.",Warnock Michael J.,S,,Warnock,Michael J.
【空】,M. M. Fang,M.M.Fang,"Fang, Min Man",Fang Min Man,S,,Fang,Min Man
【空】,M. N. Philipson,M.N.Philipson,"Philipson, Melva Noeline",Philipson Melva Noeline,S,,Philipson,Melva Noeline
【空】,M. N. Tamura,M.N.Tamura,"Tamura, Michio",Tamura Michio,MS,,Tamura,Michio
【空】,M. S. Balakr.,M.S.Balakr.,"Balakrishnan, M. S.",Balakrishnan M. S.,AM,,Balakrishnan,M. S.
【空】,Maack,Maack,"Maak, Richard Karlovich",Maak Richard Karlovich,BPS,,Maak,Richard Karlovich
【空】,Mabb.,Mabb.,"Mabberley, David John",Mabberley David John,PS,,Mabberley,David John
【空】,Macfad.,Macfad.,"Macfadyen, James",Macfadyen James,S,,Macfadyen,James
【空】,F. Maek.,F.Maek.,"Maekawa, Fumio",Maekawa Fumio,APS,,Maekawa,Fumio
【空】,A. Gray,A.Gray,"Gray, Asa",Gray Asa,ABPS,,Gray,Asa
【空】,Greene,Greene,"Greene, Edward Lee",Greene Edward Lee,MPS,,Greene,Edward Lee
【空】,Greenm.,Greenm.,"Greenman, Jesse More",Greenman Jesse More,PS,,Greenman,Jesse More
【空】,Gren.,Gren.,"Grenier, Jean Charles Marie",Grenier Jean Charles Marie,PS,,Grenier,Jean Charles Marie
【空】,Greuter,Greuter,"Greuter, Werner Rodolfo",Greuter Werner Rodolfo,PS,,Greuter,Werner Rodolfo
【空】,Grev.,Grev.,"Greville, Robert Kaye",Greville Robert Kaye,ABMPS,,Greville,Robert Kaye
【空】,Grey,Grey,"Grey, Charles Hervey",Grey Charles Hervey,S,,Grey,Charles Hervey
【空】,Grey-Wilson,Grey-Wilson,"Grey-Wilson, Christopher",Grey-Wilson Christopher,S,,Grey-Wilson,Christopher
【空】,Grierson,Grierson,"Grierson, Andrew John Charles",Grierson Andrew John Charles,S,,Grierson,Andrew John Charles
【空】,Griff.,Griff.,"Griffith, William",Griffith William,BPS,,Griffith,William
【空】,Griffiths,Griffiths,"Griffiths, David",Griffiths David,MS,,Griffiths,David
【空】,Grig.,Grig.,"Grigorjev, Juri Sergeevich",Grigorjev Juri Sergeevich,S,,Grigorjev,Juri Sergeevich
【空】,Griseb.,Griseb.,"Grisebach, August Heinrich Rudolf",Grisebach August Heinrich Rudolf,PS,,Grisebach,August Heinrich Rudolf
【空】,Groff,Groff,,,,,,
【空】,Grossh.,Grossh.,"Grossgeim, Alexander Alfonsovich",Grossgeim Alexander Alfonsovich,PS,,Grossgeim,Alexander Alfonsovich
【空】,Grubov,Grubov,"Grubov, Valery Ivanovich",Grubov Valery Ivanovich,PS,,Grubov,Valery Ivanovich
【空】,Grudz.,Grudz.,"Grudzinskaja, Irina Aleksandrovna",Grudzinskaja Irina Aleksandrovna,S,,Grudzinskaja,Irina Aleksandrovna
【空】,Grulich,Grulich,"Grulich, Vit",Grulich Vit,S,,Grulich,Vit
【空】,Gruming,Gruming,,,,,,
【空】,Gruner,Gruner,"Gruner, Leopold F.",Gruner Leopold F.,MS,,Gruner,Leopold F.
【空】,Gruning,Gruning,"Gruning, G. R.",Gruning G. R.,S,,Gruning,G. R.
【空】,Grushv.,Grushv.,"Grushvitskii, Igor Vladimirovich",Grushvitskii Igor Vladimirovich,S,,Grushvitskii,Igor Vladimirovich
【空】,Günther,Günther,"Günther, Johann Christian Carl",Günther Johann Christian Carl,S,,Günther,Johann Christian Carl
【空】,Gürke,Gürke,"Gürke, Robert Louis August Maximilian",Gürke Robert Louis August Maximilian,S,,Gürke,Robert Louis August Maximilian
【空】,Gubanov,Gubanov,"Gubanov, Ivan A.",Gubanov Ivan A.,S,,Gubanov,Ivan A.
【空】,Gueldenst.,Gueldenst.,"Gueldenstaedt, Anton Johann von",Gueldenstaedt Anton Johann von,PS,,Gueldenstaedt,Anton Johann von
【空】,Guett.,Guett.,"Guettard, Jean étienne",Guettard Jean étienne,S,,Guettard,Jean étienne
【空】,Guillaumin,Guillaumin,"Guillaumin, André",Guillaumin André,PS,,Guillaumin,André
【空】,Gunnerus,Gunnerus,"Gunnerus, Johan Ernst",Gunnerus Johan Ernst,ABMS,,Gunnerus,Johan Ernst
【空】,Gusul.,Gusul.,"Gusuleac, Mihail (Michail)",Gusuleac Mihail (Michail),S,,Gusuleac,Mihail (Michail)
【空】,Honda,Honda,"Honda, Masaji (Masazi)",Honda Masaji (Masazi),PS,,Honda,Masaji (Masazi)
【空】,Hooibr.,Hooibr.,"Hooibrenk, Danield",Hooibrenk Danield,S,,Hooibrenk,Danield
【空】,Hook. f.,Hook.f.,"Hooker, Joseph Dalton",Hooker Joseph Dalton,ABMPS,,Hooker,Joseph Dalton
【空】,Hoola van Nooten,HoolavanNooten,"Hoola van Nooten, Bertha",Hoola van Nooten Bertha,S,,Hoola van Nooten,Bertha
【空】,C. Hope,C.Hope,"Hope, Charles William Webley",Hope Charles William Webley,PS,,Hope,Charles William Webley
【空】,Hoppe,Hoppe,"Hoppe, David Heinrich",Hoppe David Heinrich,BMPS,,Hoppe,David Heinrich
【空】,Horan.,Horan.,"Horaninov, Paul (Paulus) Fedorowitsch",Horaninov Paul (Paulus) Fedorowitsch,MPS,,Horaninov,Paul (Paulus) Fedorowitsch
【空】,Hornem.,Hornem.,"Hornemann, Jens Wiken",Hornemann Jens Wiken,ABMPS,,Hornemann,Jens Wiken
【空】,Hornibr.,Hornibr.,"Hornibrook, Murray",Hornibrook Murray,S,,Hornibrook,Murray
【空】,Hosok.,Hosok.,"Hosokawa, Takahide",Hosokawa Takahide,PS,,Hosokawa,Takahide
【空】,Hosseus,Hosseus,"Hosseus, Carl Curt",Hosseus Carl Curt,MPS,,Hosseus,Carl Curt
【空】,Host,Host,"Host, Nicolaus Thomas",Host Nicolaus Thomas,BS,,Host,Nicolaus Thomas
【空】,M. Hotta,M.Hotta,"Hotta, Mitsuru",Hotta Mitsuru,S,,Hotta,Mitsuru
【空】,Houlston,Houlston,"Houlston, John",Houlston John,BS,,Houlston,John
【空】,House,House,"House, Homer Doliver",House Homer Doliver,MPS,,House,Homer Doliver
【空】,Houtt.,Houtt.,"Houttuyn, Maarten (Martin)",Houttuyn Maarten (Martin),BP,,Houttuyn,Maarten (Martin)
【空】,Houz.,Houz.,"Houzeau de Lehaie, Jean Charles",Houzeau de Lehaie Jean Charles,S,,Houzeau de Lehaie,Jean Charles
【空】,Hovenkamp,Hovenkamp,"Hovenkamp, Peter Hans",Hovenkamp Peter Hans,PS,,Hovenkamp,Peter Hans
【空】,Howard,Howard,"Howard, John Eliot",Howard John Eliot,S,,Howard,John Eliot
【空】,S. R. Howell,S.R.Howell,"Howell, S. R.",Howell S. R.,S,,Howell,S. R.
【空】,Q. S. Hsue,Q.S.Hsue,"Hsue, Qing Song",Hsue Qing Song,S,,Hsue,Qing Song
【空】,S. J. Hsuan,S.J.Hsuan,"Hsuan, Shive Jye",Hsuan Shive Jye,S,,Hsuan,Shive Jye
【空】,F. T. Hubb.,F.T.Hubb.,"Hubbard, Frederic Tracy",Hubbard Frederic Tracy,S,,Hubbard,Frederic Tracy
【空】,Huds.,Huds.,"Hudson, William",Hudson William,ABMPS,,Hudson,William
【空】,Huet.,Huet.,,,,,,
【空】,N. W. Zinger,N.W.Zinger,"Zinger, Nikola Wasilijevicz",Zinger Nikola Wasilijevicz,S,,Zinger,Nikola Wasilijevicz
【空】,N?geli,N?geli,"Naegeli, Carl Wilhelm von",Naegeli Carl Wilhelm von,AMS,,Naegeli,Carl Wilhelm von
【空】,Nábělek,Nábělek,"Nábělek, Frantisek",Nábělek Frantisek,PS,,Nábělek,Frantisek
【空】,Nabiev,Nabiev,"Nabiev, M. M.",Nabiev M. M.,S,,Nabiev,M. M.
【空】,Nackej.,Nackej.,"Nackejima, Cunio",Nackejima Cunio,S,,Nackejima,Cunio
【空】,Nadeaud,Nadeaud,"Nadeaud, Jean",Nadeaud Jean,BPS,,Nadeaud,Jean
【空】,Nag,Nag,"Nag, Kalpana",Nag Kalpana,P,,Nag,Kalpana
【空】,N. C. Nair,N.C.Nair,"Nair, N. Chandrasekharan",Nair N. Chandrasekharan,MPS,,Nair,N. Chandrasekharan
【空】,H. B. Naithani,H.B.Naithani,"Naithani, H. B.",Naithani H. B.,S,,Naithani,H. B.
【空】,Nakai,Nakai,"Nakai, Takenoshin (Takenosin)",Nakai Takenoshin (Takenosin),ABPS,,Nakai,Takenoshin (Takenosin)
【空】,Nakaike,Nakaike,"Nakaike, Toshiyuki",Nakaike Toshiyuki,PS,,Nakaike,Toshiyuki
【空】,Nakaj.,Nakaj.,"Nakajima, Tokuichiro",Nakajima Tokuichiro,B,,Nakajima,Tokuichiro
【空】,Nannf.,Nannf.,"Nannfeldt, John (Johan) Axel Frithiof",Nannfeldt John (Johan) Axel Frithiof,MS,,Nannfeldt,John (Johan) Axel Frithiof
【空】,Naqshi,Naqshi,"Naqshi, Abdul Rashid",Naqshi Abdul Rashid,S,,Naqshi,Abdul Rashid
【空】,Narayan.,Narayan.,"Narayanaswami, V.？",Narayanaswami V.？,,,Narayanaswami,V.？
【空】,Naruh.,Naruh.,"Naruhashi, Naohito",Naruhashi Naohito,S,,Naruhashi,Naohito
【空】,Nasarow,Nasarow,"Nasarov, M. I.",Nasarov M. I.,S,,Nasarov,M. I.
【空】,Nash.,Nash.,,,,,,
【空】,Naudin,Naudin,"Naudin, Charles Victor",Naudin Charles Victor,S,,Naudin,Charles Victor
【空】,Nayar,Nayar,"Nayar, Madhavan Parameswaran",Nayar Madhavan Parameswaran,S,,Nayar,Madhavan Parameswaran
【空】,Neck.,Neck.,"Necker, Noel Martin Joseph de",Necker Noel Martin Joseph de,ABMPS,,Necker,Noel Martin Joseph de
【空】,Nees,Nees,"Nees, Christian Gottfried Daniel Nees von",Nees Christian Gottfried Daniel Nees von,ABMPS,,Nees,Christian Gottfried Daniel Nees von
【空】,Neilr.,Neilr.,"Neilreich, August",Neilreich August,PS,,Neilreich,August
【空】,Nekr.,Nekr.,"Nekrasova, Vera Leontievna",Nekrasova Vera Leontievna,S,,Nekrasova,Vera Leontievna
【空】,Melch.,Melch.,"Melchior, Hans",Melchior Hans,S,,Melchior,Hans
【空】,Melderis,Melderis,"Melderis, Aleksandre",Melderis Aleksandre,S,,Melderis,Aleksandre
【空】,Melville,Melville,"Melville, Ronald",Melville Ronald,S,,Melville,Ronald
【空】,Menitsky,Menitsky,"Menitski, Yu L.",Menitski Yu L.,S,,Menitski,Yu L.
【空】,Merr.,Merr.,"Merrill, Elmer Drew",Merrill Elmer Drew,MPS,,Merrill,Elmer Drew
【空】,Mert.,Mert.,"Mertens, Franz Karl (Carl)",Mertens Franz Karl (Carl),PS,,Mertens,Franz Karl (Carl)
【空】,Messel,Messel,Messel,Messel,S,,Messel,
【空】,Mett.,Mett.,"Mettenius, Georg Heinrich",Mettenius Georg Heinrich,PS,,Mettenius,Georg Heinrich
【空】,Metzg.,Metzg.,"Metzger, Johann",Metzger Johann,S,,Metzger,Johann
【空】,Meyen,Meyen,"Meyen, Franz Julius Ferdinand",Meyen Franz Julius Ferdinand,MPS,,Meyen,Franz Julius Ferdinand
【空】,Meyer（共有七人同姓）,Meyer（共有七人同姓）,,,,,,
【空】,Mez,Mez,"Mez, Carl Christian",Mez Carl Christian,S,,Mez,Carl Christian
【空】,Michajlova,Michajlova,"Michajlova, M. A.",Michajlova M. A.,S,,Michajlova,M. A.
【空】,Micheli,Micheli,"Micheli, Marc",Micheli Marc,S,,Micheli,Marc
【空】,Michx.,Michx.,"Michaux, André",Michaux André,BMPS,,Michaux,André
【空】,Mickel,Mickel,"Mickel, John Thomas",Mickel John Thomas,PS,,Mickel,John Thomas
【空】,Miers,Miers,"Miers, John",Miers John,PS,,Miers,John
【空】,Migo,Migo,"Migo, Hsiao",Migo Hsiao,S,,Migo,Hsiao
【空】,Mikan,Mikan,,,,,,
【空】,Miki,Miki,"Miki, Shigeru",Miki Shigeru,FS,,Miki,Shigeru
【空】,J. Milde,J.Milde,"Milde, Julius",Milde Julius,S,,Milde,Julius
【空】,Mill.,Mill.,"Miller, Philip",Miller Philip,S,,Miller,Philip
【空】,Millais,Millais,"Millais, John Guille",Millais John Guille,S,,Millais,John Guille
【空】,Millsp.,Millsp.,"Millspaugh, Charles Fredrick",Millspaugh Charles Fredrick,BMPS,,Millspaugh,Charles Fredrick
【空】,Milne,Milne,"Milne, Colin",Milne Colin,S,,Milne,Colin
【空】,Minkw.,Minkw.,"Minkwitz, Zenaida Alexandrovna",Minkwitz Zenaida Alexandrovna,S,,Minkwitz,Zenaida Alexandrovna
【空】,Miq.,Miq.,"Miquel, Friedrich Anton Wilhelm",Miquel Friedrich Anton Wilhelm,ABMPS,,Miquel,Friedrich Anton Wilhelm
【空】,Mirb.,Mirb.,"Mirbel, Charles Francois Brisseau de",Mirbel Charles Francois Brisseau de,BPS,,Mirbel,Charles Francois Brisseau de
【空】,Miscz.,Miscz.,"Misczenko, Pavel Ivanovich",Misczenko Pavel Ivanovich,S,,Misczenko,Pavel Ivanovich
【空】,O. Fedtsch.,O.Fedtsch.,"Fedtschenko, Olga Alexandrowna",Fedtschenko Olga Alexandrowna,S,,Fedtschenko,Olga Alexandrowna
【空】,O. Hoffm.,O.Hoffm.,"Hoffmann, Karl August Otto",Hoffmann Karl August Otto,S,,Hoffmann,Karl August Otto
【空】,O. A. Lincz.,O.A.Lincz.,"Linczevshi, O.A.",Linczevshi O.A.,S,,Linczevshi,O.A.
【空】,O. C. Schmidt,O.C.Schmidt,"Schmidt, Otto Christian",Schmidt Otto Christian,ACPS,,Schmidt,Otto Christian
【空】,O'Brien,O'Brien,"O'Brien, James",O'Brien James,S,,O'Brien,James
【空】,Odash.,Odash.,"Odashima, Kojir?",Odashima Kojir?,S,,Odashima,Kojir?
【空】,Oett.,Oett.,"Oettingen, Heinrich von",Oettingen Heinrich von,S,,Oettingen,Heinrich von
【空】,Oerst.,Oerst.,"Oersted, Anders Sandoe",Oersted Anders Sandoe,AMS,,Oersted,Anders Sandoe
【空】,Ogata,Ogata,"Ogata, Masasuke",Ogata Masasuke,PS,,Ogata,Masasuke
【空】,Ogisu,Ogisu,"Ogisu, Mikinori",Ogisu Mikinori,"sw China, Japanese traditional Horticulture",,Ogisu,Mikinori
【空】,H. Ohashi,H.Ohashi,"Ohashi, Hiroyoshi",Ohashi Hiroyoshi,S,,Ohashi,Hiroyoshi
【空】,Ohki,Ohki,"Ohki, Kiichi",Ohki Kiichi,S,,Ohki,Kiichi
【空】,Ohwi,Ohwi,"Ohwi, Jisaburo",Ohwi Jisaburo,PS,,Ohwi,Jisaburo
【空】,O'Kane,O'Kane,"O'Kane, S. L.",O'Kane S. L.,S,,O'Kane,S. L.
【空】,Oken,Oken,"Okenfuss, Lorenz",Okenfuss Lorenz,MS,,Okenfuss,Lorenz
【空】,Okuyama,Okuyama,"Okuyama, Shunki",Okuyama Shunki,PS,,Okuyama,Shunki
【空】,Oliv.,Oliv.,"Oliver, Daniel",Oliver Daniel,PS,,Oliver,Daniel
【空】,Olivier,Olivier,"Olivier, Guillaume Antoine",Olivier Guillaume Antoine,S,,Olivier,Guillaume Antoine
【空】,Omer,Omer,"Omer, Saood",Omer Saood,S,,Omer,Saood
【空】,Onno,Onno,"Onno, Max",Onno Max,S,,Onno,Max
【空】,Ooststr.,Ooststr.,"Ooststroom, Simon Jan van",Ooststroom Simon Jan van,PS,,Ooststroom,Simon Jan van
【空】,Opiz,Opiz,"Opiz, Philipp (Filip) Maximilian",Opiz Philipp (Filip) Maximilian,BMPS,,Opiz,Philipp (Filip) Maximilian
【空】,Orazova,Orazova,"Orazova, A. O.",Orazova A. O.,S,,Orazova,A. O.
【空】,Ormerod,Ormerod,,,,,,
【空】,Orph.,Orph.,"Orphanides, Theodhoros Georgios",Orphanides Theodhoros Georgios,S,,Orphanides,Theodhoros Georgios
【空】,Orr,Orr,"Orr, Matthew Young",Orr Matthew Young,S,,Orr,Matthew Young
【空】,Ortega,Ortega,"Ortega, Casimiro Gómez de",Ortega Casimiro Gómez de,PS,,Ortega,Casimiro Gómez de
